Year,Quarter,Location Description,Data Source,Topic Description,Measure Description,Provision Group Description,Provision,Value,Citation,Enacted Date,Effective Date,Comments
2001,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2002,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2003,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2004,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2005,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2006,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2006,3,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2006,2,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2006,1,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2007,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2007,3,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2007,2,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2007,1,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2008,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2008,3,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2008,2,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2008,1,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2009,2,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2009,1,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(2) ,1999,1999,
2009,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2009,3,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2010,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2010,3,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2010,2,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2010,1,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2011,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2011,3,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2011,2,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2011,1,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2012,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2012,3,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2012,2,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2012,1,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2013,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2013,3,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2013,2,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2013,1,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2014,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2014,3,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2014,2,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2014,1,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2015,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2015,3,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2015,2,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2015,1,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2016,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2016,3,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2016,2,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2016,1,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2017,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2017,3,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2017,2,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2017,1,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2018,4,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2018,3,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2018,2,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
2018,1,Arkansas,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,ARK. CODE ANN. § 5-27-227(b)(1)(A),2009,2009,
1995,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
1996,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
1997,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
1998,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
1999,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2000,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2001,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2002,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2003,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2004,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2005,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2006,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2006,3,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2006,2,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2006,1,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2007,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2007,3,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2007,2,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2007,1,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2008,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2008,3,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2008,2,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2008,1,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2009,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2009,3,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2009,2,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2009,1,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2010,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2010,3,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2010,2,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2010,1,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2011,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2011,3,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2011,2,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2011,1,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2012,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2012,3,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2012,2,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2012,1,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2013,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2013,3,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2013,2,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2013,1,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2014,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2014,3,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2014,2,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2014,1,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2015,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2015,3,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2015,2,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2015,1,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2016,1,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,CAL. PEN. CODE § 308(b) ,1988,1988,
2016,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2016,3,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2016,2,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2017,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2017,3,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2017,2,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2017,1,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2018,4,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2018,3,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2018,2,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
2018,1,California,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,No Provision,,,,
1995,4,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
1996,4,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
1997,4,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
1998,4,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
1999,4,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
2000,4,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
2001,4,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
2002,4,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
2003,4,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
2004,4,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
2005,4,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
2006,4,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
2006,3,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
2006,2,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
2006,1,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
2007,4,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
2007,3,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
2007,2,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
2007,1,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
2008,4,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
2008,3,Colorado,OSH,Legislation - Youth Access,Cigarette Sales,Restrictions,Purchase Prohibited,Yes,COLO. REV. STAT. § 18-13-121(2) ,1987,1987,
